大会名,公式サイトURL,開催日,開催地,都道府県
森永製菓inゼリー presents RUNNETリレーカーニバル OSAKA,https://runnet-relay.jp/,2026.6.14(日),大阪府大阪市,大阪府
第6回淀川リレーマラソン,https://relaymarathon-jlsa.jimdofree.com/%E6%B7%80%E5%B7%9D%E6%B2%B3%E5%B7%9D%E5%85%AC%E5%9C%92/,2026.7.18(土),大阪府大阪市,大阪府
第24回生駒トレイルラン＜夏山＞,https://www.actrep-sports.com/ikoma-natsuyama/,2026.7.25(土),大阪府交野市,大阪府
第6回淀川モーニングマラソン,https://www.jls-association.com/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88/%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3/%E6%B7%80%E5%B7%9D%E3%83%A2%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3/,2026.7.26(日),大阪府大阪市,大阪府
第4回いなり山マイル競走(イナリヤマイル),https://moshicom.com/140291,2026.8.30(日),大阪府豊中市,大阪府
第10回 リバーサイドマラソン大和川大会,https://riverside-marathon.jimdofree.com/%E5%A4%A7%E5%92%8C%E5%B7%9D%E5%A4%A7%E4%BC%9A/,2026.11.29(日),大阪府大阪市,大阪府
第5回八尾シティマラソン,https://yaocitymarathon.jimdofree.com/,2026.12.19(土),大阪府八尾市,大阪府
飛鳥ハーフマラソン2026,https://asuka-marathon.jp/,2026.3.8(日),奈良県明日香村,奈良県
第19回宇陀シティマラソン,https://www.city.uda.lg.jp/soshiki/40/14026.html,2026.3.8(日),奈良県宇陀市,奈良県
トレイルランナーズカップ奈良2026,https://trailrunners.jp/event/nara-2026/,2026.3.8(日),奈良県奈良市,奈良県
第18回大和ふれあいリレーマラソン,https://www.city.yamatokoriyama.lg.jp/soshiki/sportssuishinka/sports/5/17209.html,2026.3.22(日),奈良県大和郡山市,奈良県
第52回大阪府チャレンジ登山〈チャレンジダイトレ〉,https://sangaku-osaka.com/information/14317/,2026.4.12(日),奈良県葛城市,奈良県
第2回 グランドダイヤモンドトレイルラン2025,https://www.actrep-sports.com/diamond-gt/,2026.4.25(土),奈良県葛城市,奈良県
第1回 世界遺産 参詣道ファイナル315km,https://moshicom.com/126657/,2026.4.30(木),奈良県宇陀市,奈良県
Kobo Trail 2026 ～弘法大師の道～,https://kobodaishinomichi.jp/kobotrail/,2026.5.16(土),奈良県吉野町、高野町,奈良県
第1回奈良ウルトラマラソン,https://www.r-wellness.com/nara/,2026.5.31(日),奈良県橿原市,奈良県
第15回ダイヤモンドトレイルラン チャンピオンシップ2026,https://www.actrep-sports.com/diamond-trailrun/,2026.11.7(土),奈良県葛城市,奈良県
第2回女川100TRAILS,https://onagawa-100trails-running.com/,2026.3.6(金),宮城県女川町,宮城県
第9回いしのまき復興マラソン,https://ishinomaki-marathon.jp/,2026.3.15(日),宮城県石巻市,宮城県
HASHIRU タイムトライアル2026,https://npo-hashiru.org/event/timetrial2025/,2026.3.15(日),宮城県仙台市,宮城県
第4回 いわぬま激坂最登王決定戦,https://moshicom.com/137445,2026.3.15(日),宮城県岩沼市,宮城県
第1回みちのく春風リレーマラソン,https://www.michinoku-harukazerun.com/,2026.3.20(金),宮城県川崎町,宮城県
第5回みやぎふぁんマラソン（旧ランナーズハイふぁんマラソン大会）,https://www.runhigh1012.com/2025-%E3%81%B5%E3%81%81%E3%82%93%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3%E5%A4%A7%E4%BC%9A/,2026.3.29(日),宮城県川崎町,宮城県
第8回 石巻登山マラソン,https://ishinomakitozanmarathon.apage.jp/,2026.3.29(日),宮城県石巻市,宮城県
第42回河北新報気仙沼つばきマラソン,https://www.marathoninfo.net/kesennuma/,2026.4.5(日),宮城県気仙沼市,宮城県
東北風土マラソン2026Tohoku Food Marathon 2026,http://tohokumarathon.com/,2026.4.19(日),宮城県登米市,宮城県
仙台国際ハーフマラソン2026,http://www.sendaihalf.com/,2026.5.10(日),宮城県仙台市,宮城県
【2026年度春の大会は開催見合わせ】台原森林公園新緑マラソン,https://sendainoharashinrin.jimdofree.com/,2026.5.16(土),宮城県仙台市,宮城県
第9回みやぎ・名取シーサイドマラソンwithクールノット-震災復興チャリティ-,https://gsrun.jp/natori/,2026.6.20(土),宮城県名取市,宮城県
第10回こばやし霧島連山絶景マラソン大会,http://taikai.in/kobayashi-marathon/,2026.3.8(日),宮崎県小林市,宮崎県
第52回舞鶴ロードレース大会,https://universal-field.com/event/maizururoadrace/,2026.3.8(日),宮崎県高鍋町,宮崎県
第3回Takachiho Peaks ～つながるトレイル～,https://universal-field.com/event/takachiho-peaks/,2026.3.14(土),宮崎県高千穂町,宮崎県
第21回 西都原このはなマラソン大会,https://www.city.saito.lg.jp/kanko_bunka/post_1937.html,2026.3.15(日),宮崎県西都市,宮崎県
第28回 北浦さくらマラソン大会,http://i-sam.co.jp/kitaura/,2026.3.15(日),宮崎県延岡市,宮崎県
第16回都城さくらマラソン,https://miyakonjo-marathon.jp/,2026.3.22(日),宮崎県都城市,宮崎県
第11回 延岡リレーマラソン 2025 IN 須美江家族旅行村,https://mrt.jp/event/contents/hyrm2025/,2026.3.28(土),宮崎県延岡市,宮崎県
第38回えびの京町温泉マラソン,https://ebino-marathon.com/,2026.4.19(日),宮崎県えびの市,宮崎県
第41回 2026宮崎シーガイアジョギング・ユニファイド大会,https://i-sam.co.jp/miyazaki-seagaia-jogging/,2026.4.19(日),宮崎県宮崎市,宮崎県
第23回諸塚クロスカントリー大会,https://universal-field.com/event/morotsuka-country/,2026.4.19(日),宮崎県諸塚村,宮崎県
第13回 宮崎鏡洲の森トレイル,https://universal-field.com/event/kagamizu-forest-trail/,2026.5.17(日),宮崎県宮崎市,宮崎県
霧島酒造リレーマラソン2026,https://taikai.in/kirishimashuzo-relaymarathon/,2026.5.23(土),宮崎県都城市,宮崎県
第13回 宮崎100kmリレーマラソン,https://universal-field.com/event/miyazaki100kmrelay/,2026.6.6(土),宮崎県宮崎市,宮崎県
NewMeリレーマラソン,https://www.newme.run/,2026.3.8(日),富山県富山市,富山県
常願寺川マラソン2026,https://joganji-river-marathon.amebaownd.com/,2026.3.22(日),富山県立山町,富山県
第46回魚津しんきろうマラソン,https://www.uozu-shinkirou-marathon.jp/,2026.4.26(日),富山県魚津市,富山県
第5回 万葉の里 二上山トレイルラン,https://www.futagamitrail.com/,2026.5.10(日),富山県高岡市,富山県
第23回 とやま清流マラソン,http://www.seiryu-marathon.com/,2026.5.17(日),富山県富山市,富山県
第43回 カーター記念黒部名水マラソン,https://www.kurobe-taikyo.jp/road/,2026.5.23(土),富山県黒部市,富山県
第43回 カーター記念黒部名水マラソン,https://www.kurobe-taikyo.jp/road/,2026.5.24(日),富山県黒部市,富山県
あさひトレイル ZERO to ZERO 2026,https://asahi-trail.com/,2026.6.7(日),富山県朝日町,富山県
第0回 荒滝SAMURAI トレイル,https://moshicom.com/138126/,2026.3.7(土),山口県宇部市,山口県
第20回 錦帯橋ロードレース,https://kintaikyo-road-race.com/,2026.3.8(日),山口県岩国市,山口県
【開催中止】田布施川桜まつりロードレース大会,https://www.town.tabuse.lg.jp/site/information/8947.html,2026.4.5(日),山口県田布施町,山口県
第38回 大原湖さくらロードレース大会,https://www.city.yamaguchi.lg.jp/soshiki/129/153619.html,2026.4.12(日),山口県山口市,山口県
企業対抗リレーマラソン in やまぐち 2026,https://yamaguchi-kigyotaikorelay.com/,2026.4.25(土),山口県山口市,山口県
第14回巌流島リレーマラソン,https://marathon-jp.com/,2026.4.25(土),山口県下関市,山口県
周防大島ウルトラマラニック2026,https://suooshima-maranic.jp/,2026.4.26(日),山口県周防大島町,山口県
高杉晋作　維新の乱（Run）マラニック大会2026,https://y-runnet.com/,2026.4.26(日),山口県下関市,山口県
第13回 HIRAO風緑マラソン,https://toranosuke86.wixsite.com/hirao-w,2026.5.4(月),山口県平生町,山口県
秋吉台カルスト TRAILRUN 2026,https://akiyoshidai-trail.com/,2026.5.24(日),山口県美祢市,山口県
第10回 JAL 向津具(むかつく）ダブルマラソン,https://www.mukatsuku-w-marathon.com/,2026.6.14(日),山口県長門市,山口県
BBQリレーマラソン in 宇部ときわ公園 2026,https://bbqrelay-tokiwa.com/,2026.6.14(日),山口県宇部市,山口県
山口きらら夕焼けマラソン2026,https://yamaguchikiraramarathon.com/yuuyakemarathon/,2026.6.20(土),山口県山口市,山口県
トレイルランナーズカップ山形2026,https://trailrunners.jp/event/yamagata-2026/,2026.4.12(日),山形県山辺町,山形県
第7回 山寺蔵王ウルトラジャーニー,https://jogtrail.wixsite.com/website-2,2026.4.19(日),山形県山形市,山形県
第50回全国花笠マラソン,https://www.city.obanazawa.yamagata.jp/kosodate-bunka/sports/sports-info/marathon/4118,2026.5.3(日),山形県尾花沢市,山形県
第50回記念 “さがえ”さくらんぼマラソン大会,https://sagae-sakuranbo-m.com/,2026.5.31(日),山形県寒河江市,山形県
第44回全国白川ダム湖畔マラソン,https://www.town.iide.yamagata.jp/007/44damumarason.html,2026.5.31(日),山形県飯豊町,山形県
第23回果樹王国ひがしねさくらんぼマラソン大会,http://www.sakuranbo-m.jp/,2026.6.7(日),山形県東根市,山形県
第7回八森山・大高根山トレイルフェスタ,https://jogtrail.wixsite.com/website,2026.6.28(日),山形県村山市,山形県
第4回月山山麓ウルトラマラソン,http://fun-trails.com/race/gassan/,2026.7.5(日),山形県西川町,山形県
第24回南アルプス桃源郷マラソン,http://www.minami-alps-sports.or.jp/marathon/,2026.3.29(日),山梨県南アルプス市,山梨県
第21回笛吹市桃の里マラソン,https://www.marathoninfo.net/fuefuki,2026.4.5(日),山梨県笛吹市,山梨県
富士北麓リレーマラソン,https://www.r-wellness.com/hokuroku-relay/,2026.4.18(土),山梨県富士吉田市,山梨県
第36回チャレンジ富士五湖ウルトラマラソン,https://www.r-wellness.com/fuji5/,2026.4.19(日),山梨県富士吉田市,山梨県
Mt.FUJI100 2026,https://mtfuji100.com/,2026.4.24(金),山梨県富士吉田市,山梨県
ホサカ24耐  Hosaka  24-hour EnduranceRun,https://hosaka24.yamaken.online/,2026.5.9(土),山梨県韮崎市,山梨県
第5回富士山麓Women's Trail Run,https://womenstrailrun.com/,2026.5.10(日),山梨県富士河口湖町,山梨県
第46回スポニチ山中湖ロードレース,https://www.yamanakako-roadrace.com/,2026.5.31(日),山梨県山中湖村,山梨県
第17回富士忍野高原トレイルレース,https://oshinotrail.jp/,2026.6.7(日),山梨県忍野村,山梨県
第11回スリーピークス八ヶ岳トレイル,http://trail38.com/,2026.6.13(土),山梨県北杜市,山梨県
第8回 山中湖あおぞらマラソン＆ウォーク,https://aozorarun.com/lp/260712_yl/,2026.7.12(日),山梨県山中湖村,山梨県
第44回山日YBS富士吉田火祭りロードレース,http://www.himatsuri-roadrace.jp/,2026.8.23(日),山梨県富士吉田市,山梨県
第33回かかみがはらシティマラソン2026,https://www.city.kakamigahara.lg.jp/kankobunka/sports/1005088/1025424.html,2026.3.8(日),岐阜県各務原市,岐阜県
美濃國山城トレイル乱,https://yamajiro100.jp/,2026.3.14(土),岐阜県揖斐川町,岐阜県
第40回日本大正村クロスカントリー大会,https://crosscountry.ena-tairen.com/,2026.3.15(日),岐阜県恵那市,岐阜県
刃物のまち関シティマラソン（ジョギング大会）,https://www.sekimarathon.net/,2026.3.15(日),岐阜県関市,岐阜県
第21回海津シティマラソン,http://gtukaizu.web.fc2.com/,2026.3.22(日),岐阜県海津市,岐阜県
第10回 長良川リバーサイドマラソン,https://run-colle.net/event/10rd-nagaragawaRSM/,2026.4.12(日),岐阜県岐阜市,岐阜県
第23回恵那峡ハーフマラソン,http://enakyo-halfmarathon.ena-tairen.com/,2026.4.19(日),岐阜県恵那市,岐阜県
高橋尚子杯ぎふ清流ハーフマラソン2026Gifu Half Marathon 2026,https://www.gifu-marathon.jp/,2026.4.26(日),岐阜県岐阜市,岐阜県
ふどうの森トレイルラン2026,https://www.fudoforest-trailrun.com/,2026.5.10(日),岐阜県関市,岐阜県
第9回飛騨位山トレイル,https://hida-kuraiyamatrails.amebaownd.com/,2026.5.16(土),岐阜県高山市,岐阜県
第9回飛騨位山トレイル,https://hida-kuraiyamatrails.amebaownd.com/,2026.5.17(日),岐阜県高山市,岐阜県
第9回清流木曽川 中津川リレーマラソン,http://nakatsugawa-rm.jp/,2026.5.24(日),岐阜県中津川市,岐阜県
第14回飛騨高山ウルトラマラソン,http://www.r-wellness.com/takayama/,2026.6.14(日),岐阜県高山市,岐阜県
第13回奥飛騨トレイルラン,https://www.actrep-sports.com/okuhida-trailrun/,2026.6.14(日),岐阜県飛騨市,岐阜県
第4回 貝月山白龍トレイルラン,https://www.actrep-sports.com/kaidukiyama-hakuryu-trailrun/,2026.7.4(土),岐阜県揖斐川町,岐阜県
備前♡日生大橋マラソン2026,https://www.city.bizen.okayama.jp/soshiki/509/31036.html,2026.3.8(日),岡山県備前市,岡山県
第6回総社高滝山トレイルラン大会,https://h-koi7.wixsite.com/sojatrail/blank-7,2026.3.8(日),岡山県総社市,岡山県
神島お遍路トレイルマラニック2026,https://www.facebook.com/kounoshima.maranic/,2026.3.29(日),岡山県笠岡市,岡山県
第5回正木山・鍵山トレイルラン,https://masakiyama-kagiyamatrail.localinfo.jp/,2026.4.5(日),岡山県総社市,岡山県
WAKE ALPS TRAIL 50 第1回 和気町一周トレイルランニングレース,https://wakealpstrail50.jp/,2026.4.12(日),岡山県和気町,岡山県
第33回津山加茂郷フルマラソン全国大会,https://kamogo.jp/,2026.4.19(日),岡山県津山市,岡山県
第11回おかやま西大寺マラソン大会,https://okayama-saidaiji-run.com/2026/,2026.4.19(日),岡山県岡山市,岡山県
第17回備中高梁歴史街道ウルトラマラニック,http://www.corredor.jp/ultra/,2026.4.19(日),岡山県高梁市,岡山県
Nagi Peaks Tough Trail Challenge 2026,https://nagipeaks.com/,2026.6.7(日),岡山県津山市,岡山県
第14回 イーハトーブ花巻ハーフマラソン,https://hanamaki-half.jp/,2026.4.26(日),岩手県花巻市,岩手県
第3回ステージレース三陸 SRS200／100,https://discover-rias.org/srs200/,2026.5.2(土),岩手県宮古市,岩手県
ICT100,https://iwate-coastal-trail-100km.com/,2026.5.9(土),岩手県普代村,岩手県
第42回岩手山ろくファミリーマラソン,https://www.iwatesanroku-marathon.jp/,2026.5.10(日),岩手県雫石町,岩手県
第10回いわて奥州きらめきマラソン,https://oshukirameki.jp/,2026.5.17(日),岩手県奥州市,岩手県
くずまき塩の道トレイル・リレーマラソン,https://moshicom.com/141899,2026.5.24(日),岩手県葛巻町,岩手県
第46回河北新報錦秋湖マラソン,https://kinshuko-marathon.com/,2026.5.31(日),岩手県西和賀町,岩手県
第44回金ケ崎マラソン大会,https://www.town.kanegasaki.iwate.jp/articles/2025112100026/,2026.6.7(日),岩手県金ヶ崎町,岩手県
第20回いわて銀河ウルトラマラソン,https://www.iwate-ginga100.jp/,2026.6.14(日),岩手県北上市,岩手県
MORIOKA ENDURANCE QUEST,https://morioka-endurance-quest.com/,2026.8.29(土),岩手県盛岡市,岩手県
第36回つわのＳＬ健康マラソン,https://www.town.tsuwano.lg.jp/www/contents/1701930852399/index.html,2026.3.8(日),島根県津和野町,島根県
第31回大社はまゆうマラソン大会,https://www.city.izumo.shimane.jp/www/contents/1315376073982/html/common/694e2eb7004.html,2026.3.8(日),島根県出雲市,島根県
山陰道 三隅・益田道路 開通記念プレイベント,https://plusvalue.co.jp/sanindokaitsu/,2026.3.8(日),島根県浜田市,島根県
うみかぜ薫るリレー＆ソロマラソンin山陰浜田港,https://plusvalue.co.jp/relay_hamada/,2026.3.14(土),島根県浜田市,島根県
第47回 まつえレディースハーフマラソン,https://www.matsue-ladies-half.com/index.html,2026.3.15(日),島根県松江市,島根県
とこわかトレイルランニング 2026,https://note.com/hitoyamaworks/n/nfbe9d4a63d6e,2026.3.20(金),島根県松江市,島根県
第14回さくらおろち湖トレイルランニングレース,https://sakuraorochitrail.jimdofree.com/,2026.4.19(日),島根県雲南市,島根県
第21回よしか・夢・花・マラソン,https://yoshika-yumehana.com/,2026.4.26(日),島根県吉賀町,島根県
【開催中止】第32回えびす・だいこく100kmマラソン,http://ebidai100km.jp/,2026.5.31(日),島根県松江市,島根県
第19回隠岐の島ウルトラマラソン,https://okinoshima-ultra.jp/,2026.6.21(日),島根県隠岐の島町,島根県
第44回ふくやまマラソン,https://fukuyama-marathon.jp/,2026.3.15(日),広島県福山市,広島県
第6回福富ダム【健康マラソン】フェスタ,https://bd7jc.hp.peraichi.com/,2026.3.20(金),広島県東広島市,広島県
第3回 ひろしまトライアルマラソン,https://moshicom.com/138229/,2026.3.28(土),広島県福山市,広島県
第8回宮島マラソン,https://miyajima-marathon.com/,2026.3.29(日),広島県廿日市市,広島県
BIHOKUレイクマラソン2026,https://f-one-project.com/bihoku,2026.4.5(日),広島県庄原市,広島県
瀬戸内アイランドトレイル in 呉・とびしま2026,https://www.setouchi-itrail.com/,2026.4.5(日),広島県呉市,広島県
HIROSHIMA TRAIL 2026,https://hiroshima-trailrun.com/,2026.4.11(土),広島県広島市,広島県
第6回福山あしだがわマラソン,https://f-one-project.com/ashidagawa.marathon,2026.4.19(日),広島県福山市,広島県
第8回 IDATENチャレンジ 春のもみのき森林公園マラソン,https://moshicom.com/140493,2026.4.26(日),広島県廿日市市,広島県
第5回コープファミリーリレーマラソン in せら 2025,https://www.hiroshima.coop/family_marathon/index.html,2026.5.17(日),広島県世羅町,広島県
広島空港マラソン2026,https://hiroshimaairport-marathon.com/,2026.5.17(日),広島県三原市,広島県
SAIOTO COLORS ～Green Ver.～ 2026,https://saiotocolors.themedia.jp/pages/5017539/greenver,2026.5.17(日),広島県北広島町,広島県
しまなみサラウンド 2026,https://shimanami-surround.com/,2026.5.31(日),広島県尾道市,広島県
2026三原・白竜湖トレイルランレース,https://mihara-trailrun.com/,2026.6.21(日),広島県三原市,広島県
シーサイドBBQリレーマラソン2026 in 呉ポートピアパーク,http://seasiderelay.jp/,2026.7.5(日),広島県呉市,広島県
RUNCROSS in 弘楽園2026,https://run-cross.com/,2026.7.26(日),広島県世羅町,広島県
とくしまマラソン2026,http://www.tokushima-marathon.jp/,2026.3.22(日),徳島県徳島市,徳島県
2026 桜街道・夢マラソン,https://www.town.minami.lg.jp/docs/4528556.html,2026.4.5(日),徳島県美波町,徳島県
阿南淡島ビーチ　リレーマラソン,https://www.outdoor-sports.info/awashima-relaymarathon,2026.4.12(日),徳島県阿南市,徳島県
祖谷スカイラン2026,https://www.outdoor-sports.info/iya-skyrun,2026.5.17(日),徳島県三好市,徳島県
地下足袋王子杯 ファガスの森24時間耐久トレイルランニング2026,https://www.outdoor-sports.info/prince-jikatabi-cup,2026.10.17(土),徳島県那賀町,徳島県
地下足袋王子杯 ファガスの森マウンテンマラソン2026,https://www.outdoor-sports.info/prince-jikatabi-cup,2026.10.17(土),徳島県那賀町,徳島県
第37回ゆめしま海道いきなマラソン,https://www.facebook.com/yumeshimarun/?locale=ja_JP,2026.3.8(日),愛媛県上島町,愛媛県
第33回まつの桃源郷マラソン大会,https://www.matsunotougenkyou-marathon.jp/,2026.4.5(日),愛媛県松野町,愛媛県
第8回武左衛門マラソン,https://buzaemon-marathon.net/,2026.4.19(日),愛媛県鬼北町,愛媛県
2026鬼が城ピークストレイル,https://sites.google.com/oni-p.org/oni-p/,2026.4.19(日),愛媛県宇和島市,愛媛県
第33回 四国せいよ 朝霧湖マラソン大会,https://asagirikomarathon.com/,2026.5.3(日),愛媛県西予市,愛媛県
フジ Presents えひめ5時間チャリティーリレーマラソン 2026,https://eat.jp/eat/?event=relay_marathon,2026.5.16(土),愛媛県松山市,愛媛県
第4回 新居浜リバーサイドマラソン,https://niihama-runevent.com/riversidemarathon,2026.6.7(日),愛媛県新居浜市,愛媛県
名古屋ウィメンズマラソン2026NAGOYA WOMEN’S MARATHON 2026,https://womens-marathon.nagoya/,2026.3.8(日),愛知県名古屋市,愛知県
名古屋シティマラソン2026NAGOYA CITY MARATHON 2026,https://city-marathon.nagoya/,2026.3.8(日),愛知県名古屋市,愛知県
庄内緑地マラソングランプリ2026 Spring(フル・ハーフ・リレー),https://athmico.jp/item/sg2603,2026.3.8(日),愛知県名古屋市,愛知県
マラソントレーニングvol.96 in 庄内緑地,http://nagorun.com/info/%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3%E3%83%88%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0vol-96,2026.3.15(日),愛知県名古屋市,愛知県
OSJ新城トレイル11K,https://www.outdoorsportsjapan.com/trail/shinshiro_11/,2026.3.21(土),愛知県新城市,愛知県
OSJ新城トレイル32K＆ダブル64K,https://www.outdoorsportsjapan.com/trail/shinshiro_32/,2026.3.22(日),愛知県新城市,愛知県
鈴木亜由子杯 穂の国・豊橋ハーフマラソン2026,https://honokuni-runner.com/,2026.3.22(日),愛知県豊橋市,愛知県
第3回 愛知西浦温泉夕空絶景マラソン大会,https://jiowsa-marathon.com/%E5%A4%95%E7%A9%BA%E7%B5%B6%E6%99%AF%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA%EF%BC%92%EF%BC%90%EF%BC%92%EF%BC%96/,2026.3.22(日),愛知県西浦町,愛知県
春休みRUNフェスティバル2026 in 庄内緑地,https://run-colle.net/haruyasumirun/,2026.3.22(日),愛知県名古屋市,愛知県
三河湖マラソン2026,https://shimoyamasportsclub.jimdoweb.com/2026/01/28/%E7%AC%AC%EF%BC%92%EF%BC%98%E5%9B%9E-%E4%B8%89%E6%B2%B3%E6%B9%96%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3%E5%8B%9F%E9%9B%86%E9%96%8B%E5%A7%8B/,2026.3.22(日),愛知県豊田市,愛知県
【開催中止】瑞穂（トラック）で走ろう！！第47回 中・長距離記録会,https://www.njsf.net/zenkoku/events/event/2026-0322aichi/,2026.3.22(日),愛知県名古屋市,愛知県
第85回 エンジョイヘイジツマラソン,http://nagorun.com/info/3-26%E6%9C%A8%E9%96%8B%E5%82%AC%EF%BC%81%E3%83%98%E3%82%A4%E3%82%B8%E3%83%84%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3vol-85,2026.3.26(木),愛知県名古屋市,愛知県
第9回 トレランフェス in 岡崎,https://trail-running-fes.jp/wp/,2026.3.29(日),愛知県岡崎市,愛知県
第43回三好池桜マラソン,https://sites.google.com/miyoshi-hashiroukai.com/miyoshi-hashiroukai2/,2026.4.5(日),愛知県みよし市,愛知県
第21回愛知リレーマラソン,https://www.njsf.net/zenkoku/events/event/2026-0412aichi/,2026.4.12(日),愛知県名古屋市,愛知県
3時間チャレンジ・リレーマラソン大会 in TOYOTA,https://hopejp.org/,2026.4.12(日),愛知県豊田市,愛知県
第5回 渥美半島ウルトラネイチャーラン,https://www.aunr.website/,2026.4.18(土),愛知県田原市,愛知県
ナゴヤランナーズトライアルvol.67,https://run-colle.net/event/runners-trial-2026-4/,2026.4.18(土),愛知県名古屋市,愛知県
第11回 チャリティマラソンin庄内緑地,https://kaijyoken-marason.oos.jp/,2026.4.19(日),愛知県名古屋市,愛知県
第86回 エンジョイヘイジツマラソン,http://nagorun.com/info/4-23%E6%9C%A8%E9%96%8B%E5%82%AC%EF%BC%81%E3%83%98%E3%82%A4%E3%82%B8%E3%83%84%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3,2026.4.23(木),愛知県名古屋市,愛知県
庄内緑地グリーンランニング(30km20km10km+30kmリレー)63rd,https://athmico.jp/item/sg2604,2026.4.25(土),愛知県名古屋市,愛知県
第2回オカザキリバーサイドリレーマラソン,https://okazaki-rm.com/,2026.4.25(土),愛知県岡崎市,愛知県
ナゴヤアドベンチャーマラソンSpring Kickoff Run,https://life.run-style.jp/nagoya-adv.spring-kickoff-run-2026,2026.4.26(日),愛知県名古屋市,愛知県
第13回 AEDチャリティマラソン,http://nagorun.com/info/4-29%E7%A5%9D%E3%83%BB%E6%B0%B4%E9%96%8B%E5%82%AC%E7%AC%AC13%E5%9B%9Eaed%E3%83%81%E3%83%A3%E3%83%AA%E3%83%86%E3%82%A3%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3,2026.4.29(水),愛知県名古屋市,愛知県
マラソントレーニングvol.97 in 庄内緑地,http://nagorun.com/info/5-10%E9%96%8B%E5%82%AC%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3%E3%83%88%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0vol-97,2026.5.10(日),愛知県名古屋市,愛知県
第26回ナゴヤランナーズカップ in 大高緑地,http://www.runcup.net/,2026.5.10(日),愛知県長久手市,愛知県
第16回維摩池周回チャリティーマラソン,http://www.owariasahi-rc.sakura.ne.jp/charity/index.html,2026.5.10(日),愛知県尾張旭市,愛知県
第56回愛知県春季スポーツ大会 第49回庄内緑地公園マラソン,https://aichi.njsf.net/?p=1067,2026.5.17(日),愛知県名古屋市,愛知県
2026 DA MONDE TRAIL Challenge Spring,http://trail.damonde.jp/,2026.5.17(日),愛知県新城市,愛知県
NAGOYA Green Flow Run 2026,https://run-colle.net/event/NAGOYAGreenFlowRun2026/,2026.5.23(土),愛知県名古屋市,愛知県
第6回 ランニング＆ビーフフェスタin段戸山,https://sakura-seitai.jpn.com/dandosan,2026.5.23(土),愛知県設楽町,愛知県
庄内緑地マラソングランプリ 202605(フル・ハーフ・リレー),https://athmico.jp/item/sg2605,2026.5.24(日),愛知県名古屋市,愛知県
第87回 エンジョイヘイジツマラソン,http://nagorun.com/info/5-26%E9%96%8B%E5%82%AC%E3%83%98%E3%82%A4%E3%82%B8%E3%83%84%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3vol,2026.5.26(火),愛知県名古屋市,愛知県
名古屋しゃちほこトライアル vol.9,http://nagorun.com/info/5-31%E9%96%8B%E5%82%AC%E5%90%8D%E5%8F%A4%E5%B1%8B%E3%81%97%E3%82%83%E3%81%A1%E3%81%BB%E3%81%93%E3%83%88%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%ABvol-9,2026.5.31(日),愛知県名古屋市,愛知県
DANDO ROUND TRIP20&40,https://go-trail.net/pages/dando-round-trip40,2026.6.7(日),愛知県豊田市,愛知県
Tokai Peninsula Giant Trail,https://go-trail.net/pages/tokai-peninsula-giant-trail-100,2026.10.24(土),愛知県田原市,愛知県
第36回 越後まつだい冬の陣 のっとれ！松代城,https://fuyunojin.matsudai.jp/,2026.3.8(日),新潟県十日町市,新潟県
新潟ハーフマラソン2026,http://n-halfmarathon.jp/,2026.3.15(日),新潟県新潟市,新潟県
第11回 角田山一周ハーフマラソン大会,http://nishikan-sports.com/kakudahm/,2026.4.5(日),新潟県新潟市,新潟県
第37回燕さくらマラソン,https://www.tsubame-sakura-marathon.com/,2026.4.11(土),新潟県燕市,新潟県
第38回笹川流れマラソン大会,https://www.s-nets.info/sasarun/wp/,2026.4.12(日),新潟県村上市,新潟県
第12回見附刈谷田川ハーフマラソン大会・第54回見附市民マラソン大会,https://mitsuke-sports.com/mitsuke-marathon/,2026.4.19(日),新潟県見附市,新潟県
第12回 粟島一周エコマラソン,https://eco-journey.org/,2026.4.19(日),新潟県粟島浦村,新潟県
トレイルランナーズカップ越後丘陵公園2026,https://trailrunners.jp/event/echigo-2026/,2026.4.19(日),新潟県長岡市,新潟県
第34回米山山麓ロードレース,https://www.s-nets.info/yoneyama-sanroku/,2026.4.19(日),新潟県上越市,新潟県
佐渡トキマラソン2026,https://www.scsf.jp/marathon/,2026.4.26(日),新潟県佐渡市,新潟県
